Date of Sighting,Latitude of Sighting,Longitude of Sighting,Nearest Approximate City,US State,Notes about the sighting,Time of Day,Tag of Apparition,Image Link
10/23/2021,39.598794,-83.004995,Columbus,Ohio,Witness captured blurry image on phone.,Dawn,Orbs,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
4/10/2021,39.914249,-82.328267,Columbus,Ohio,Curtains moved though windows were shut.,Night,Headless Spirit,
4/20/2021,41.539984,-81.683089,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Midnight,Phantom Sounds,
5/10/2024,41.466886,-81.551883,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Night,Phantom Sounds,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
3/20/2022,41.466397,-81.416629,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Dawn,White Lady,
10/5/2021,41.524118,-81.594054,Cleveland,Ohio,Local dog barking frantically before sighting.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_2.png
3/4/2024,39.919826,-83.008138,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Phantom Sounds,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_1.png
9/15/2025,40.034726,-83.450488,Columbus,Ohio,Curtains moved though windows were shut.,Night,Full-Body Apparition,https://cdn.midjourney.com/90895f4f-c3a6-4faf-b2ee-b7a9ec71d9cd/0_1.png
1/19/2025,39.703485,-82.984715,Columbus,Ohio,Scent of old perfume noticed with no source.,Evening,White Lady,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_1.png
3/21/2024,41.123775,-82.123997,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Poltergeist,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_3.png
6/8/2021,39.843294,-82.982019,Columbus,Ohio,Disembodied voice whispered a name.,Dawn,Shadow Figure,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
12/2/2021,41.5155,-81.68809,Cleveland,Ohio,Disembodied voice whispered a name.,Afternoon,White Lady,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
7/29/2024,41.403488,-82.055457,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Morning,Poltergeist,
12/1/2022,41.727942,-81.985723,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Midnight,Poltergeist,
3/7/2021,39.878081,-82.980349,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Dawn,Orbs,
3/31/2023,41.331244,-81.657041,Cleveland,Ohio,Figure disappeared upon approach.,Morning,Shadow Figure,https://cdn.midjourney.com/90895f4f-c3a6-4faf-b2ee-b7a9ec71d9cd/0_1.png
1/5/2021,40.293054,-83.046059,Columbus,Ohio,Scent of old perfume noticed with no source.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_3.png
10/13/2023,41.196999,-80.890746,Cleveland,Ohio,Apparition matched description of local legend.,Midnight,Phantom Sounds,
5/18/2023,41.487169,-81.811712,Cleveland,Ohio,Curtains moved though windows were shut.,Morning,Shadow Figure,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_3.png
3/13/2021,41.759329,-81.13111,Cleveland,Ohio,Old radio emitted static and a faint melody.,Afternoon,Shadow Figure,
8/3/2023,39.921885,-82.952966,Columbus,Ohio,Figure disappeared upon approach.,Night,Shadow Figure,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
6/9/2025,41.575934,-81.46027,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Evening,Shadow Figure,
4/27/2021,39.896418,-82.965606,Columbus,Ohio,Disembodied voice whispered a name.,Evening,Phantom Sounds,
11/25/2024,39.871532,-82.923005,Columbus,Ohio,Apparition matched description of local legend.,Night,Headless Spirit,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_1.png
3/2/2025,41.426141,-82.089035,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Morning,Phantom Sounds,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_1.png
7/1/2025,39.981667,-83.580548,Columbus,Ohio,Scent of old perfume noticed with no source.,Dawn,Headless Spirit,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
5/12/2024,40.147222,-83.15786,Columbus,Ohio,Figure disappeared upon approach.,Morning,Orbs,
10/19/2022,41.358222,-81.563241,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Phantom Sounds,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_2.png
11/3/2023,41.497321,-81.486582,Cleveland,Ohio,Scent of old perfume noticed with no source.,Afternoon,Shadow Figure,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_1.png
3/24/2024,39.515771,-83.413977,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Phantom Sounds,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
2/28/2023,39.973734,-82.949247,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Morning,Shadow Figure,
8/2/2022,40.028395,-83.816964,Columbus,Ohio,Local dog barking frantically before sighting.,Dawn,Headless Spirit,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
1/29/2023,40.23858,-83.377745,Columbus,Ohio,Glowing orb photographed in backyard.,Afternoon,Shadow Figure,
6/27/2025,39.913031,-82.601233,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
11/22/2020,40.126194,-83.038267,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Night,White Lady,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
8/14/2024,41.431495,-81.660774,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Orbs,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_0.png
8/29/2024,39.596873,-83.590711,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Poltergeist,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_3.png
12/11/2024,39.930348,-83.140377,Columbus,Ohio,Apparition matched description of local legend.,Evening,Orbs,
1/29/2024,41.490727,-81.615039,Cleveland,Ohio,Disembodied voice whispered a name.,Dawn,Orbs,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
5/27/2021,41.394177,-81.51381,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Midnight,Orbs,
1/29/2021,39.894846,-83.263277,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Evening,Shadow Figure,
4/17/2023,41.546461,-81.541101,Cleveland,Ohio,Apparition seen floating near old church grounds.,Evening,Orbs,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
10/31/2022,41.577115,-81.475333,Cleveland,Ohio,Scent of old perfume noticed with no source.,Morning,Orbs,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_3.png
9/1/2025,39.550053,-83.022308,Columbus,Ohio,Witness captured blurry image on phone.,Dawn,Headless Spirit,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_1.png
7/12/2025,39.891378,-83.061362,Columbus,Ohio,Local dog barking frantically before sighting.,Dawn,Orbs,
12/2/2024,41.453659,-81.708016,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Night,Orbs,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_2.png
4/16/2024,40.398406,-82.918045,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Dawn,Headless Spirit,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
11/25/2024,41.246431,-81.922081,Cleveland,Ohio,Local dog barking frantically before sighting.,Evening,Shadow Figure,https://cdn.midjourney.com/6c1d34b3-77c9-4475-a67e-5afffc90b88b/0_1.png
11/18/2022,40.217662,-82.973383,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Orbs,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_3.png
1/23/2025,41.273456,-81.939551,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,Full-Body Apparition,
4/15/2025,41.690809,-82.062604,Cleveland,Ohio,Old radio emitted static and a faint melody.,Morning,Orbs,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
4/26/2022,41.46492,-81.915222,Cleveland,Ohio,Disembodied voice whispered a name.,Midnight,Full-Body Apparition,
4/25/2022,39.556931,-82.904614,Columbus,Ohio,Glowing orb photographed in backyard.,Midnight,Headless Spirit,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
8/30/2021,41.615271,-81.50617,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Midnight,Headless Spirit,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
11/14/2024,39.841694,-83.04015,Columbus,Ohio,Apparition seen floating near old church grounds.,Dawn,Full-Body Apparition,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
3/19/2021,41.571418,-81.639,Cleveland,Ohio,Witness captured blurry image on phone.,Afternoon,White Lady,
7/15/2022,39.850829,-83.279958,Columbus,Ohio,Old radio emitted static and a faint melody.,Midnight,Orbs,
4/28/2021,39.842353,-83.126522,Columbus,Ohio,Old radio emitted static and a faint melody.,Evening,Phantom Sounds,
12/1/2021,41.467903,-80.880012,Cleveland,Ohio,Apparition matched description of local legend.,Dawn,Phantom Sounds,
10/17/2020,39.978369,-83.064447,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Afternoon,Orbs,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_1.png
8/7/2025,41.437406,-81.264797,Cleveland,Ohio,Witness captured blurry image on phone.,Evening,Poltergeist,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_2.png
8/22/2024,39.818275,-83.097111,Columbus,Ohio,Curtains moved though windows were shut.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
6/11/2022,39.787683,-83.177941,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Evening,Shadow Figure,
7/22/2022,40.199339,-82.888337,Columbus,Ohio,Curtains moved though windows were shut.,Evening,Poltergeist,
3/9/2025,39.900047,-83.59275,Columbus,Ohio,Witness reported cold spots and flickering lights.,Evening,Poltergeist,
4/4/2024,40.022591,-83.058137,Columbus,Ohio,Witness captured blurry image on phone.,Afternoon,Shadow Figure,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_3.png
8/19/2021,39.931151,-83.127317,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Poltergeist,https://cdn.midjourney.com/315d8dd8-0ac0-4935-9e0e-39cd7f4a0c00/0_3.png
12/20/2021,40.002814,-82.821532,Columbus,Ohio,Disembodied voice whispered a name.,Afternoon,Poltergeist,
4/5/2021,39.957493,-82.865734,Columbus,Ohio,Figure disappeared upon approach.,Midnight,Phantom Sounds,
8/9/2023,41.417807,-81.81218,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Evening,Poltergeist,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_1.png
6/20/2022,41.62876,-81.7264,Cleveland,Ohio,Figure disappeared upon approach.,Morning,White Lady,
6/4/2021,39.609215,-82.760612,Columbus,Ohio,Apparition matched description of local legend.,Afternoon,Phantom Sounds,
9/15/2024,41.625743,-82.352869,Cleveland,Ohio,Curtains moved though windows were shut.,Dawn,Phantom Sounds,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_3.png
8/20/2022,41.140506,-82.05958,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,Poltergeist,https://cdn.midjourney.com/264110e6-20e4-4b2a-bf2d-cec6478fec84/0_0.png
4/3/2023,39.782875,-83.009859,Columbus,Ohio,Apparition matched description of local legend.,Afternoon,Full-Body Apparition,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_3.png
12/11/2020,41.390821,-81.674743,Cleveland,Ohio,Apparition matched description of local legend.,Dawn,White Lady,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
10/28/2024,41.46406,-81.87866,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Midnight,Phantom Sounds,
4/25/2024,41.657332,-81.846683,Cleveland,Ohio,Witness captured blurry image on phone.,Night,Orbs,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_3.png
12/1/2020,41.532651,-81.694241,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Evening,Headless Spirit,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_0.png
3/1/2021,39.99706,-83.259174,Columbus,Ohio,Witness reported cold spots and flickering lights.,Night,Orbs,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
6/19/2023,41.272635,-80.774183,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_2.png
10/22/2021,39.786703,-83.472825,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Dawn,White Lady,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
1/2/2022,41.844494,-81.60036,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Dawn,Orbs,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_0.png
1/16/2025,39.942344,-83.122032,Columbus,Ohio,Curtains moved though windows were shut.,Dawn,Headless Spirit,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
10/4/2022,41.493777,-81.411097,Cleveland,Ohio,Glowing orb photographed in backyard.,Morning,Poltergeist,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_2.png
6/24/2022,39.797121,-83.352174,Columbus,Ohio,Glowing orb photographed in backyard.,Midnight,Headless Spirit,
8/3/2024,39.623258,-82.740199,Columbus,Ohio,Electronic devices malfunctioned during sighting.,Afternoon,Full-Body Apparition,
9/10/2023,40.447578,-83.073662,Columbus,Ohio,Apparition seen floating near old church grounds.,Night,Full-Body Apparition,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_3.png
7/17/2022,41.627137,-81.391276,Cleveland,Ohio,Electronic devices malfunctioned during sighting.,Morning,Headless Spirit,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
3/14/2024,41.718405,-81.684679,Cleveland,Ohio,Apparition matched description of local legend.,Dawn,Phantom Sounds,
5/18/2023,41.585563,-81.840709,Cleveland,Ohio,Disembodied voice whispered a name.,Dawn,White Lady,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_0.png
11/24/2021,41.494603,-81.889295,Cleveland,Ohio,Figure disappeared upon approach.,Afternoon,Poltergeist,https://cdn.midjourney.com/c8b325d2-ed83-40b4-8825-34f61c53d744/0_0.png
9/17/2021,39.844434,-83.075909,Columbus,Ohio,Apparition seen floating near old church grounds.,Dawn,Shadow Figure,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_2.png
8/13/2022,41.505805,-81.872924,Cleveland,Ohio,Scent of old perfume noticed with no source.,Midnight,White Lady,
1/17/2022,41.415199,-81.97287,Cleveland,Ohio,Old radio emitted static and a faint melody.,Dawn,Headless Spirit,https://cdn.midjourney.com/7f74bbd0-d240-4d74-bb2a-6330b163a3f6/0_3.png
5/28/2021,40.059367,-82.439912,Columbus,Ohio,Scent of old perfume noticed with no source.,Morning,Poltergeist,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_0.png
5/3/2023,41.610371,-81.523651,Cleveland,Ohio,Witness captured blurry image on phone.,Afternoon,Poltergeist,
5/11/2021,40.262637,-82.923881,Columbus,Ohio,Witness reported cold spots and flickering lights.,Dawn,Headless Spirit,https://cdn.midjourney.com/3cf03f49-9828-4ae6-ad23-27e54684740e/0_3.png
7/1/2025,39.980339,-83.110053,Columbus,Ohio,Local dog barking frantically before sighting.,Dawn,Shadow Figure,https://cdn.midjourney.com/90895f4f-c3a6-4faf-b2ee-b7a9ec71d9cd/0_1.png
4/6/2022,41.881863,-81.471337,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Evening,Headless Spirit,
2/23/2022,40.026713,-83.220713,Columbus,Ohio,Old radio emitted static and a faint melody.,Midnight,Full-Body Apparition,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
1/31/2024,41.439521,-81.917932,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Midnight,White Lady,
7/3/2025,41.583497,-81.849616,Cleveland,Ohio,Scent of old perfume noticed with no source.,Morning,Phantom Sounds,
10/7/2020,40.162549,-82.898248,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Dawn,Orbs,
10/19/2023,39.726083,-82.990603,Columbus,Ohio,Figure disappeared upon approach.,Morning,Poltergeist,
3/19/2022,39.992975,-83.008471,Columbus,Ohio,Temperature dropped suddenly by 10°F.,Night,Orbs,https://cdn.midjourney.com/9ebab934-da2d-4041-90c2-dc375e3728da/0_3.png
1/22/2025,41.542853,-81.535517,Cleveland,Ohio,Curtains moved though windows were shut.,Dawn,White Lady,
11/15/2022,40.052278,-82.858393,Columbus,Ohio,Flickering streetlamp coincided with sighting.,Dawn,Headless Spirit,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
9/11/2023,39.769146,-82.601415,Columbus,Ohio,Old radio emitted static and a faint melody.,Evening,Phantom Sounds,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_3.png
7/17/2025,40.043266,-82.995052,Columbus,Ohio,Local dog barking frantically before sighting.,Afternoon,Headless Spirit,
10/7/2020,40.098698,-82.929095,Columbus,Ohio,Apparition seen floating near old church grounds.,Midnight,Poltergeist,
7/20/2025,41.369264,-81.529106,Cleveland,Ohio,Flickering streetlamp coincided with sighting.,Afternoon,White Lady,https://cdn.midjourney.com/f4eb59bf-e6a9-47f8-9a00-769309f0403b/0_2.png
12/9/2022,41.10556,-81.973212,Cleveland,Ohio,Apparition matched description of local legend.,Dawn,Headless Spirit,https://cdn.midjourney.com/2519c7d3-5e9e-4691-8bad-a83ed41a3cb1/0_2.png
2/25/2024,40.326712,-82.635433,Columbus,Ohio,Phantom footsteps heard in empty hallway.,Morning,Shadow Figure,
12/11/2024,39.806528,-83.449814,Columbus,Ohio,Curtains moved though windows were shut.,Evening,Phantom Sounds,https://cdn.midjourney.com/8b1e424a-b365-4c8e-9853-603b893d780a/0_2.png
2/18/2022,40.025431,-83.15643,Columbus,Ohio,Witness reported cold spots and flickering lights.,Afternoon,Headless Spirit,
7/21/2025,41.467377,-81.824129,Cleveland,Ohio,Witness reported cold spots and flickering lights.,Evening,Orbs,
6/30/2025,41.932922,-81.440489,Cleveland,Ohio,Disembodied voice whispered a name.,Midnight,White Lady,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_2.png
4/14/2023,41.573629,-81.872485,Cleveland,Ohio,Phantom footsteps heard in empty hallway.,Afternoon,Headless Spirit,https://cdn.midjourney.com/90895f4f-c3a6-4faf-b2ee-b7a9ec71d9cd/0_0.png
2/5/2023,39.509587,-82.65726,Columbus,Ohio,Old radio emitted static and a faint melody.,Dawn,Orbs,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_3.png
4/25/2023,40.20152,-83.370306,Columbus,Ohio,Witness captured blurry image on phone.,Night,Shadow Figure,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_1.png
4/4/2024,40.053469,-83.003177,Columbus,Ohio,Scent of old perfume noticed with no source.,Afternoon,Headless Spirit,
6/15/2024,41.518134,-82.10554,Cleveland,Ohio,Figure disappeared upon approach.,Evening,Headless Spirit,
8/11/2022,41.581324,-81.574496,Cleveland,Ohio,Temperature dropped suddenly by 10°F.,Afternoon,White Lady,https://cdn.midjourney.com/13275d75-635c-44d1-8170-b1c9a40f70c2/0_3.png
4/28/2021,41.371515,-81.802125,Cleveland,Ohio,Witness captured blurry image on phone.,Evening,Orbs,
1/26/2024,39.937811,-83.055111,Columbus,Ohio,Figure disappeared upon approach.,Midnight,Poltergeist,
4/17/2023,39.988686,-83.060815,Columbus,Ohio,Old radio emitted static and a faint melody.,Midnight,Poltergeist,https://cdn.midjourney.com/ffba09ea-d1b0-419a-8a75-4d7e5a9770d2/0_2.png
10/21/2021,40.064771,-82.99489,Columbus,Ohio,Scent of old perfume noticed with no source.,Dawn,Shadow Figure,https://cdn.midjourney.com/3e0859e1-71b5-4435-a31c-4a856d9076de/0_3.png
1/4/2022,41.587747,-81.523583,Cleveland,Ohio,Apparition matched description of local legend.,Night,Poltergeist,
9/27/2024,39.937386,-83.091698,Columbus,Ohio,Witness reported cold spots and flickering lights.,Morning,Headless Spirit,https://cdn.midjourney.com/d442d607-bfd7-4012-990c-fff219d116fc/0_0.png
